0,Player,Pos,College,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,Expected WS by Pick %,Expected WS by Pick,(Actual WS - Expected (By Pick))* .5,Next 3 Position Avg WS,(Actual WS - Expected (Next 3))*.5,Draft Score,Z-Score,FIC,Year,VA,TPA
322,Bobby Portis,F,Arkansas,315,20.4,10.2,5.9,1.2,0.5,0.3,0.456,0.49,0.36,0.754,10.8,0.01760794,7.302012718,1.748993641,12.03333333,-0.616666667,1.132326974,0.03,531,2015,8.68,
323,Rondae Hollis-Jefferson,F,Arizona,294,22.6,9.3,5.6,1.9,0.9,0.5,0.448,0.472,0.213,0.738,12.5,0.01685867,6.991290449,2.754354776,8.066666667,2.216666667,4.971021442,0.5,387.1,2015,6.82,
324,Tyus Jones,G,Duke,312,18,5.6,1.5,3.6,1,0.1,0.431,0.472,0.345,0.803,11.4,0.01610939,6.680564033,2.359717984,6.2,2.6,4.959717984,0.5,444.8,2015,8.9,
325,Jarell Martin,F,LSU,184,15.9,5.4,3.5,0.6,0.4,0.4,0.434,0.457,0.346,0.766,3.2,0.01536012,6.369841764,-1.584920882,10.43333333,-3.616666667,-5.201587549,-0.73,419.4,2015,6.59,
326,Nikola Milutinov,C,,,,,,,,,,,,,,0.01461085,6.059119495,-3.029559748,3.066666667,-1.533333333,-4.562893081,-0.66,560.125,2015,,
327,Larry Nance,F,Wyoming,315,23.5,8.1,6.6,1.8,1.2,0.5,0.537,0.578,0.324,0.695,20.4,0.01395523,5.787233881,7.30638306,4.966666667,7.716666667,15.02304973,1.71,398.1,2015,5.25,
328,R.J. Hunter,G,Georgia State University,45,8.8,3,1,0.4,0.4,0.1,0.371,0.523,0.295,0.818,0.4,0.01339328,5.554193216,-2.577096608,9.433333333,-4.516666667,-7.093763275,-0.96,463.2,2015,8.32,
329,Chris McCullough,F,Syracuse,59,9,3.3,1.9,0.3,0.5,0.3,0.426,0.47,0.306,0.548,0.6,0.01273766,5.282307602,-2.341153801,13.46666667,-6.433333333,-8.774487134,-1.17,152.1,2015,2.05,
330,Kevon Looney,F,UCLA,224,13.9,4.4,3.7,1,0.5,0.6,0.57,0.595,0.15,0.601,10.3,0.01217571,5.049266937,2.625366532,10.2,0.05,2.675366532,0.22,430.9,2015,6.76,
331,Cedi Osman,F,,202,24.9,9.6,3.5,1.9,0.7,0.1,0.437,0.503,0.364,0.717,4,0.01152009,4.777381323,-0.388690662,8.8,-2.4,-2.788690662,-0.44,355.875,2015,,
332,Montrezl Harrell,F,Louisville,318,20.9,12.7,4.9,1.3,0.6,0.9,0.614,0.624,0.1,0.638,26.1,0.01095813,4.544336511,10.77783174,0.266666667,12.91666667,23.69449841,2.76,481.9,2015,8.26,
333,Jordan Mickey,F,LSU,64,7.5,2.4,2,0.3,0.1,0.4,0.449,0.496,0.118,0.605,0.5,0.01048984,4.350136648,-1.925068324,5.866666667,-2.683333333,-4.608401657,-0.66,433.9,2015,5.08,
334,Anthony Brown,F,Stanford,41,18.6,3.9,2.5,0.7,0.5,0.1,0.328,0.38,0.286,0.85,-0.2,0.00992788,4.117091836,-2.158545918,5.933333333,-3.066666667,-5.225212585,-0.74,406.8,2015,6.51,
335,Willy Hernang—mez,C,,209,14.4,6.9,5.4,1,0.4,0.4,0.531,0.549,0.33,0.687,8.6,0.00945959,3.922891973,2.338554014,0.2,4.2,6.538554014,0.69,353.625,2015,,
336,Rakeem Christmas,F,Syracuse,30,7.5,2.1,1.9,0.1,0.1,0.2,0.467,0.467,,0.724,0.5,0.00889763,3.689847161,-1.594923581,5.766666667,-2.633333333,-4.228256914,-0.62,450.1,2015,7.96,
337,Richaun Holmes,F,Bowling Green,270,18.8,8.4,5,0.9,0.6,1,0.583,0.618,0.257,0.724,17.3,0.00842933,3.495643151,6.902178425,0,8.65,15.55217842,1.78,420.4,2015,5.38,
338,Darrun Hilliard,G,Villanova,91,9.4,3.2,0.9,0.8,0.2,0,0.377,0.42,0.304,0.747,0.3,0.00796104,3.301443288,-1.500721644,9.333333333,-4.516666667,-6.017388311,-0.83,326.6,2015,8.08,
339,Juan Pablo Vaulet,F,,,,,,,,,,,,,,0.00749274,3.107239278,-1.553619639,0,0,-1.553619639,-0.29,180.5,2015,,
340,Josh Richardson,G,Tennessee,314,30.7,12.4,3.2,2.9,1.1,0.7,0.426,0.471,0.363,0.818,17.9,0.00702445,2.913039415,7.493480293,3.5,7.2,14.69348029,1.67,355,2015,8.19,
341,Pat Connaughton,G,Notre Dame,283,15.7,4.8,2.8,1.3,0.3,0.3,0.443,0.56,0.344,0.79,10.1,0.00664981,2.757676207,3.671161897,1.2,4.45,8.121161897,0.88,444.2,2015,6.88,
342,Olivier Hanlan,G,Boston College,,,,,,,,,,,,,0.00618151,2.563472197,-1.281736099,1.2,-0.6,-1.881736099,-0.33,363.9,2015,6.16,
343,Joe Young,G,Oregon,127,8.5,3.4,1,0.9,0.3,0,0.393,0.438,0.296,0.768,0.4,0.00580688,2.408113136,-1.004056568,5.066666667,-2.333333333,-3.337389901,-0.51,440,2015,7.38,
344,Andrew Harrison,G,Kentucky,145,20.6,7,2,2.8,0.7,0.3,0.373,0.422,0.294,0.779,3.2,0.00543224,2.252749928,0.473625036,4,-0.4,0.073625036,-0.1,260.6,2015,7.53,
345,Marcus Thornton,G,William & Mary,,,,,,,,,,,,,0.00496394,2.058545918,-1.029272959,4,-2,-3.029272959,-0.47,343.9,2015,3,
346,Norman Powell,G,UCLA,307,18.8,8.6,2.4,1.3,0.7,0.2,0.457,0.527,0.361,0.818,12,0.0045893,1.90318271,5.048408645,0,6,11.04840865,1.23,340.9,2015,6.04,
347,Arturas Gudaitis,C,,,,,,,,,,,,,,0.00421467,1.747823649,-0.873911825,0.2,-0.1,-0.973911825,-0.22,417.125,2015,,
348,Dakari Johnson,C,Kentucky,31,5.2,1.8,1.1,0.3,0.2,0.3,0.564,0.564,,0.55,0.6,0.00384003,1.592460441,-0.496230221,0,0.3,-0.196230221,-0.13,230.5,2015,5.64,
349,Aaron White,F,Iowa,,,,,,,,,,,,,0.00346539,1.437097233,-0.718548617,0,0,-0.718548617,-0.19,468,2015,10.33,
350,Marcus Eriksson,G,,,,,,,,,,,,,,0.00318442,1.320578974,-0.660289487,0,0,-0.660289487,-0.18,0,2015,,
351,Tyler Harvey,G,Eastern Washington,,,,,,,,,,,,,0.00280978,1.165215766,-0.582607883,0,0,-0.582607883,-0.18,424.5,2015,5.08,
352,Satnam Singh Bhamara,C,,,,,,,,,,,,,,0.00243514,1.009852558,-0.504926279,0,0,-0.504926279,-0.17,0,2015,,
353,Sir'Dominic Pointer,G,St. John's,,,,,,,,,,,,,0.00215416,0.893330152,-0.446665076,0,0,-0.446665076,-0.16,481,2015,9.13,
354,Dani D’ez de la Faya,F,,,,,,,,,,,,,,0.00177953,0.737971091,-0.368985546,0,0,-0.368985546,-0.15,295.625,2015,,
355,Cady Lalanne,C,UMass,,,,,,,,,,,,,0.00149855,0.621448685,-0.310724343,0,0,-0.310724343,-0.14,348.9,2015,3.51,
356,Branden Dawson,F,Michigan State,6,4.8,0.8,0.7,0,0,0.2,0.4,0.4,,1,0,0.00112391,0.466085477,-0.233042739,0,0,-0.233042739,-0.13,441,2015,5.61,
357,Nikola Radicevic,G,,,,,,,,,,,,,,0.00084293,0.349563071,-0.174781536,0,0,-0.174781536,-0.13,233.25,2015,,
358,J.P. Tokoto,G,UNC,,,,,,,,,,,,,0.00056196,0.233044812,-0.116522406,0,0,-0.116522406,-0.12,345.4,2015,4.91,
359,Dimitrios Agravanis,F,,,,,,,,,,,,,,0.00018732,0.077681604,-0.038840802,0,0,-0.038840802,-0.11,186.625,2015,,
360,Luka Mitrovic,F,,,,,,,,,,,,,,-0.0000937,-0.03885739,0.019428695,0,0,0.019428695,-0.1,654.625,2015,,
